444104;979;10
433118;7;9
433118;23;10
433118;24;9
433118;28;10
433118;39;10
433118;93;8
433118;95;10
433118;112;9
433118;123;10
433118;155;10
433118;157;7
433118;167;8
433118;170;7
433118;171;8
433118;219;10
433118;236;8
433118;237;8
433118;247;9
433118;349;10
433118;350;10
433118;363;10
433118;364;10
433118;365;8
433118;373;10
433118;417;10
433118;437;10
433118;455;10
433118;517;10
433118;526;8
433118;610;8
433118;701;9
433118;822;8
433118;887;5
433118;939;9
433118;1052;10
433118;1281;5
433118;1536;9
433118;1544;10
433118;3146;8
433118;3186;9
433118;3386;8
433118;4054;7
433118;4563;5
433118;5818;10
433118;6179;8
514870;74;9
514870;5909;10
514870;7008;8
220517;7;10
220517;56;10
220517;112;10
220517;239;10
220517;286;10
220517;303;10
220517;679;10
220517;1456;10
220517;1544;10
220517;2724;8
220517;3030;10
220517;3214;10
220517;4148;10
220517;4196;8
220517;4421;10
220517;4515;10
220517;4563;10
220517;4564;9
220517;4734;10
220517;4891;9
220517;5116;10
220517;5223;7
220517;5532;10
220517;5586;10
220517;5678;10
220517;5841;10
220517;5954;10
220517;6103;10
220517;7725;9
220517;7995;10
220517;8538;10
220517;8673;10
220517;8840;10
220517;9236;10
220517;9284;10
220517;9298;10
243950;7;10
243950;10;4
243950;12;8
243950;13;10
243950;17;8
243950;22;7
243950;25;9
243950;27;9
243950;29;6
243950;34;1
243950;35;8
243950;39;9
243950;45;5
243950;50;5
243950;58;1
243950;65;1
243950;68;2
243950;74;10
243950;115;5
243950;166;1
243950;170;10
243950;179;7
243950;213;3
243950;235;10
243950;236;2
243950;237;5
243950;253;5
243950;271;8
243950;273;6
243950;304;9
243950;318;1
243950;345;5
243950;361;2
243950;416;7
243950;419;2
243950;420;6
243950;433;7
243950;469;6
243950;519;1
243950;578;1
243950;621;6
243950;771;1
243950;779;1
243950;867;7
243950;878;1
243950;903;6
243950;959;9
243950;1002;6
243950;1027;1
243950;1052;1
243950;1059;9
243950;1065;8
243950;1087;5
243950;1306;5
243950;1320;6
243950;1327;9
243950;1516;1
243950;1523;6
243950;1540;1
243950;1658;1
243950;1667;6
243950;2002;7
243950;2052;6
243950;2151;7
243950;2152;9
243950;2153;6
243950;2328;8
243950;2386;10
243950;2481;4
243950;2539;10
243950;2645;8
243950;2646;7
243950;2647;10
243950;2763;7
243950;2784;1
243950;2820;1
243950;2843;5
243950;2844;6
243950;2891;4
243950;3112;1
243950;3121;1
243950;3168;1
243950;3169;10
243950;3287;1
243950;3302;1
243950;3321;7
243950;3390;10
243950;3572;6
243950;3591;10
243950;3596;6
243950;3597;7
243950;3598;8
243950;3651;1
243950;4003;7
243950;4145;1
243950;4148;10
243950;4151;4
243950;4401;6
243950;4504;8
243950;4636;8
243950;4759;5
243950;4772;10
243950;5080;1
243950;5089;1
243950;5335;1
243950;5444;8
243950;6240;8
243950;6377;1
243950;6650;10
243950;7191;5
243950;7494;9
377586;12;9
377586;24;7
377586;32;6
377586;34;6
377586;39;10
377586;56;10
377586;61;10
377586;94;5
377586;230;9
377586;303;10
377586;447;9
377586;890;8
377586;979;4
377586;1218;10
377586;2359;5
377586;2733;10
377586;2815;8
377586;3296;8
377586;4046;10
377586;4148;8
377586;4238;10
377586;4244;9
377586;4509;8
377586;4521;10
377586;4549;6
377586;4563;9
377586;4564;9
377586;4847;10
377586;5083;7
377586;5101;7
377586;5134;9
377586;5301;8
377586;5373;9
377586;5435;6
377586;5534;6
377586;5584;6
377586;5586;5
377586;5625;2
377586;5630;4
377586;5750;10
377586;5787;10
377586;5801;7
377586;5954;9
377586;6017;4
377586;6048;6
377586;6087;10
377586;6107;7
377586;6182;5
377586;6185;10
377586;6234;6
377586;6239;8
377586;6288;8
377586;6327;7
377586;6564;9
377586;6658;3
377586;6671;9
377586;7240;4
377586;7369;3
377586;7405;4
377586;7477;2
377586;7525;8
377586;7568;9
377586;8069;10
377586;8148;7
377586;8225;6
377586;8259;9
377586;8337;3
377586;8367;9
377586;8601;9
377586;8607;10
377586;8681;8
377586;8832;10
377586;8914;5
377586;8921;7
377586;9043;10
377586;9298;10
377586;9358;1
377586;9367;4
377586;9403;10
377586;9590;10
265483;14;10
265483;16;8
265483;23;7
265483;26;9
265483;40;8
265483;53;8
265483;74;8
265483;87;9
265483;91;7
265483;98;9
265483;113;8
265483;114;9
265483;163;9
265483;164;9
265483;165;9
265483;170;7
265483;171;6
265483;184;9
265483;225;7
265483;248;8
265483;271;8
265483;302;8
265483;321;8
265483;327;9
265483;439;7
265483;518;7
265483;580;9
265483;655;6
265483;751;8
265483;917;6
265483;1059;8
265483;1139;8
265483;1322;8
265483;1539;9
265483;1733;6
265483;1810;9
265483;1868;8
265483;2400;6
265483;3302;9
265483;3340;7
265483;3395;8
265483;3433;8
265483;3512;10
265483;4121;8
265483;4325;8
265483;4367;7
265483;4404;9
265483;4441;9
265483;4474;7
265483;4522;9
265483;4529;8
265483;4597;8
265483;4892;9
265483;5025;9
265483;5042;8
265483;5101;8
265483;5209;9
265483;5212;7
265483;5841;9
265483;5842;8
265483;5855;8
265483;6211;8
265483;6303;7
265483;6304;9
265483;6460;8
265483;6564;7
265483;6644;8
265483;6773;8
265483;6968;8
265483;7008;9
265483;7031;8
265483;7208;8
265483;7268;8
265483;7381;7
265483;7719;8
265483;7729;9
265483;7873;8
265483;7902;8
265483;7903;8
265483;7933;7
265483;8057;8
265483;8210;9
265483;8211;9
265483;8275;9
265483;8307;8
265483;8421;8
265483;8728;8
265483;9002;9
265483;9127;9
265483;9186;9
265483;9249;8
265483;9457;7
265483;9518;9
538957;7;10
538957;22;10
538957;23;9
538957;99;10
538957;202;9
538957;287;10
538957;326;8
538957;332;10
538957;336;10
538957;635;8
538957;2835;9
538957;3573;7
538957;4148;9
538957;4422;8
538957;4521;9
538957;4563;9
538957;4568;8
538957;4691;10
538957;4892;8
538957;5909;9
538957;5941;9
538957;6171;10
538957;6257;9
538957;6327;9
538957;6466;10
538957;7019;10
538957;7307;8
538957;7565;8
538957;8073;9
538957;8181;9
538957;8276;9
538957;8280;8
538957;8289;10
538957;8421;9
538957;8549;4
538957;8556;9
538957;8584;6
538957;8625;6
538957;8642;5
538957;8658;8
538957;8742;6
538957;8842;9
538957;8852;5
538957;8855;7
538957;8870;8
538957;8878;7
538957;8883;8
538957;8916;7
538957;8971;5
538957;9002;9
538957;9043;5
538957;9076;8
538957;9078;7
538957;9126;7
538957;9127;8
538957;9236;5
538957;9250;8
538957;9251;6
538957;9253;9
538957;9259;5
538957;9298;7
538957;9310;8
538957;9328;6
538957;9357;8
538957;9359;3
538957;9518;7
538957;9525;5
538957;9541;8
538957;9556;8
538957;9582;8
538957;9589;9
538957;9599;7
538957;9655;7
538957;9858;6
538957;9890;7
320379;12;8
320379;16;8
320379;17;10
320379;22;6
320379;23;5
320379;24;4
320379;32;9
320379;34;8
320379;35;9
320379;47;9
320379;49;9
320379;51;9
320379;52;9
320379;53;8
320379;60;8
320379;74;8
320379;85;8
320379;96;5
320379;98;7
320379;102;9
320379;106;5
320379;109;8
320379;144;9
320379;156;2
320379;184;7
320379;201;8
320379;217;8
320379;229;6
320379;234;9
320379;252;10
320379;273;8
320379;389;7
320379;496;6
320379;561;9
320379;562;8
320379;640;5
320379;715;7
320379;716;5
320379;717;6
320379;718;6
320379;751;8
320379;903;8
320379;915;9
320379;959;10
320379;979;7
320379;1002;7
320379;1003;7
320379;1059;8
320379;1218;6
320379;1374;6
320379;1530;8
320379;1544;7
320379;1554;8
320379;1805;9
320379;2165;9
320379;2186;10
320379;2326;9
320379;2359;7
320379;2445;7
320379;2621;8
320379;2679;9
320379;2710;10
320379;2761;9
320379;2820;4
320379;2844;10
320379;3299;8
320379;3348;10
320379;3427;10
320379;3444;9
320379;3651;9
320379;4112;8
320379;4144;8
320379;4146;10
320379;4170;10
320379;4222;9
320379;4309;6
320379;4339;7
320379;4366;7
320379;4420;8
320379;4515;8
320379;4521;10
320379;4531;9
320379;4548;8
320379;4563;8
320379;4777;7
320379;4835;10
320379;4915;10
320379;4919;8
320379;5019;8
320379;5068;9
320379;5071;8
320379;5084;8
320379;5101;10
320379;5116;10
320379;5188;8
320379;5189;9
320379;5235;8
320379;5252;9
320379;5273;10
320379;5274;7
320379;5356;8
320379;5373;10
320379;5406;8
320379;5435;9
320379;5446;8
320379;5544;7
320379;5635;10
320379;5656;9
320379;5841;9
320379;5873;8
320379;6040;8
367273;7258;10
330882;7;9
330882;17;8
330882;34;8
330882;56;7
330882;81;5
330882;90;7
330882;112;9
330882;285;7
330882;287;6
330882;303;9
330882;306;8
330882;621;8
330882;632;7
330882;642;7
330882;750;7
330882;959;7
330882;979;10
330882;1052;8
330882;1208;8
330882;1218;8
330882;1330;7
330882;1544;7
330882;1551;6
330882;1585;8
330882;1677;7
330882;2182;7
330882;2189;8
330882;2359;8
330882;2380;5
330882;2533;6
330882;2621;5
330882;2710;8
330882;2815;5
330882;2824;6
330882;2830;6
330882;3651;7
330882;4032;8
330882;4148;6
330882;4575;9
330882;4832;8
330882;5053;9
330882;5555;8
330882;5570;8
330882;5678;8
330882;6103;8
330882;8113;6
330882;8148;5
330882;8567;6
16514;2;5
16514;3;8
16514;7;10
16514;13;5
16514;23;10
16514;24;9
16514;26;10
16514;43;5
16514;61;6
16514;66;10
16514;84;10
16514;99;10
16514;104;9
16514;112;7
16514;117;9
16514;170;7
16514;184;10
16514;204;7
16514;219;7
16514;222;6
16514;226;7
16514;230;4
16514;231;7
16514;234;5
16514;235;5
16514;266;5
16514;280;7
16514;289;10
16514;303;10
16514;321;8
16514;332;10
16514;354;7
16514;355;7
16514;361;9
16514;426;7
16514;429;5
16514;449;8
16514;457;6
16514;461;10
16514;465;8
16514;469;10
16514;505;6
16514;517;5
16514;524;7
16514;530;8
16514;538;8
16514;557;4
16514;568;8
16514;571;5
16514;575;8
16514;582;8
16514;593;7
16514;597;8
16514;621;9
16514;632;9
16514;738;9
16514;757;5
16514;891;5
16514;896;7
16514;979;10
16514;1001;10
16514;1007;8
16514;1025;8
16514;1027;7
16514;1052;8
16514;1093;5
16514;1196;9
16514;1217;7
16514;1218;10
16514;1351;8
16514;1428;7
16514;1523;5
16514;1528;9
16514;2142;7
16514;2181;7
16514;2183;7
16514;2359;7
16514;2446;6
16514;2696;7
16514;2835;10
16514;3348;9
16514;3385;8
16514;3433;10
16514;3655;8
16514;4156;7
16514;4193;7
16514;4226;8
16514;4403;10
16514;4422;10
16514;4515;8
16514;4563;9
16514;4892;8
16514;5099;8
16514;5116;7
16514;5297;9
16514;5352;7
240289;7;9
240289;23;9
240289;25;10
240289;28;9
240289;53;10
240289;61;8
240289;78;8
240289;99;9
240289;104;9
240289;106;9
240289;112;10
240289;114;7
240289;154;8
240289;247;9
240289;275;9
240289;303;10
240289;306;8
240289;321;9
240289;331;9
240289;332;9
240289;333;7
240289;334;8
240289;336;10
240289;469;8
240289;570;8
240289;679;8
240289;890;7
240289;909;7
240289;979;9
240289;1057;7
240289;1085;7
240289;1170;5
240289;1217;9
240289;1218;10
240289;1229;9
240289;1265;8
240289;1312;6
240289;1543;9
240289;1554;8
240289;2002;7
240289;2178;9
240289;2359;9
240289;2400;7
240289;3291;8
240289;3433;9
240289;3574;7
240289;3651;8
240289;3654;8
240289;4146;7
240289;4148;9
240289;4191;8
240289;4404;8
240289;4563;9
240289;4568;8
240289;4860;8
240289;4892;8
240289;4897;8
240289;4906;7
240289;5039;8
240289;5099;8
240289;5113;10
240289;5147;8
240289;5787;9
562276;102;9
562276;161;4
562276;234;10
562276;235;8
562276;239;7
562276;411;10
562276;464;10
562276;513;4
562276;514;10
562276;561;6
562276;562;9
562276;893;6
562276;979;7
562276;1148;8
562276;1149;10
562276;1150;4
562276;1151;10
562276;1227;7
562276;1253;9
562276;1254;5
562276;1456;3
562276;1475;7
562276;1544;6
562276;2036;6
562276;2151;3
562276;2152;2
562276;2153;2
562276;2189;5
562276;2359;7
562276;2369;10
562276;2390;6
562276;2528;9
562276;2538;5
562276;2539;8
562276;2540;7
562276;2542;7
562276;2644;6
562276;2733;7
562276;2736;6
562276;3030;3
562276;3317;8
562276;4032;5
562276;4046;7
562276;4097;6
562276;4148;9
562276;4283;5
562276;4421;3
562276;4509;9
562276;4563;8
562276;4771;4
562276;4851;8
562276;5101;10
562276;5178;7
562276;5301;8
562276;5570;6
562276;5586;7
562276;5610;7
562276;5691;8
562276;5841;10
562276;5914;8
562276;6017;7
562276;6048;6
562276;6103;9
562276;6107;10
562276;6191;9
562276;6192;8
562276;6199;6
562276;6234;10
562276;6311;10
562276;6503;7
562276;6537;10
562276;6564;10
562276;7008;8
562276;7178;7
562276;7228;2
562276;7240;2
562276;7369;6
562276;7444;4
562276;7445;4
562276;7448;10
562276;7461;6
562276;7518;5
562276;7538;7
562276;8010;6
562276;8132;10
562276;8146;8
562276;8147;8
562276;8148;7
562276;8159;2
562276;8259;10
562276;8321;8
562276;8387;3
562276;8616;4
562276;8681;9
562276;8692;10
562276;8762;5
562276;8948;10
562276;9043;10
562276;9235;8
562276;9236;10
562276;9292;9
562276;9358;8
562276;9432;7
236237;2;7
236237;3;7
236237;17;8
236237;30;7
236237;32;8
236237;53;9
236237;73;9
236237;90;9
236237;93;6
236237;94;7
236237;98;7
236237;112;6
236237;132;9
236237;154;9
236237;168;6
236237;199;6
236237;204;7
236237;252;8
236237;286;7
236237;303;9
236237;356;6
236237;371;6
236237;457;6
236237;545;9
236237;635;8
236237;640;8
236237;750;7
236237;787;7
236237;895;8
236237;959;8
236237;979;7
236237;1081;7
236237;1138;5
236237;1217;8
236237;1218;8
236237;1427;9
236237;1539;8
236237;1543;6
236237;1677;7
236237;1868;8
236237;1958;7
236237;2165;8
236237;2168;9
236237;2172;7
236237;2179;8
236237;2182;8
236237;2359;5
236237;2392;7
236237;2418;7
236237;2436;9
236237;2710;7
236237;2743;6
236237;2815;8
236237;3186;9
236237;3214;8
236237;3395;8
236237;3423;9
236237;3433;7
236237;3512;9
236237;3643;6
236237;3655;5
236237;4032;8
236237;4143;8
236237;4148;8
236237;4150;10
236237;4151;8
236237;4222;7
236237;4238;6
236237;4326;7
236237;4403;7
236237;4509;8
236237;4521;9
236237;4557;9
236237;4563;8
236237;4564;8
236237;4568;8
236237;4597;8
236237;4691;9
236237;4734;8
236237;4776;7
236237;4892;7
236237;4897;9
236237;4906;8
236237;5053;8
236237;5373;9
236237;5533;8
236237;5570;8
236237;5586;9
236237;5630;9
236237;5787;9
236237;5971;7
236237;6017;9
